533 0.201169 0.895494 0.034458
534 0.213366 0.905443 0.032089
535 0.225750 0.914850 0.029840
536 0.238321 0.923735 0.027712
537 0.251067 0.932092 0.025694
538 0.263992 0.939923 0.023787
539 0.277102 0.947225 0.021989
540 0.290400 0.954000 0.020300
541 0.303891 0.960256 0.018718
542 0.317573 0.966007 0.017240
543 0.331438 0.971261 0.015864
544 0.345483 0.976022 0.014585
545 0.359700 0.980300 0.013400
546 0.374084 0.984092 0.012307
547 0.388640 0.987418 0.011302
548 0.403378 0.990313 0.010378
549 0.418312 0.992812 0.009529
550 0.433450 0.994950 0.008750
551 0.448795 0.996711 0.008035
552 0.464336 0.998098 0.007382
553 0.480064 0.999112 0.006785
554 0.495971 0.999748 0.006243
555 0.512050 1.000000 0.005750
556 0.528296 0.999857 0.005304
557 0.544692 0.999305 0.004900
558 0.561209 0.998326 0.004534
559 0.577821 0.996899 0.004202
560 0.594500 0.995000 0.003900
561 0.611221 0.992601 0.003623
562 0.627976 0.989743 0.003371
563 0.644760 0.986444 0.003141
564 0.661570 0.982724 0.002935
565 0.678400 0.978600 0.002750
566 0.695239 0.974084 0.002585
567 0.712059 0.969171 0.002439
568 0.728828 0.963857 0.002309
569 0.745519 0.958135 0.002197
570 0.762100 0.952000 0.002100
571 0.778543 0.945450 0.002018
572 0.794826 0.938499 0.001948
573 0.810926 0.931163 0.001890
574 0.826825 0.923458 0.001841
575 0.842500 0.915400 0.001800
576 0.857933 0.907006 0.001766
577 0.873082 0.898277 0.001738
578 0.887894 0.889205 0.001711
579 0.902318 0.879782 0.001683
580 0.916300 0.870000 0.001650
581 0.929799 0.859861 0.001610
582 0.942798 0.849392 0.001564
583 0.955278 0.838622 0.001514
584 0.967218 0.827581 0.001459
585 0.978600 0.816300 0.001400
586 0.989386 0.804795 0.001337
587 0.999549 0.793082 0.001270
588 1.009089 0.781192 0.001205
589 1.018006 0.769155 0.001147
590 1.026300 0.757000 0.001100
591 1.033983 0.744754 0.001069
592 1.040986 0.732422 0.001049
593 1.047188 0.720004 0.001036
594 1.052467 0.707497 0.001021
595 1.056700 0.694900 0.001000
596 1.059794 0.682219 0.000969
597 1.061799 0.669472 0.000930
598 1.062807 0.656674 0.000887
599 1.062910 0.643845 0.000843
600 1.062200 0.631000 0.000800
601 1.060735 0.618155 0.000761
602 1.058444 0.605314 0.000724
603 1.055224 0.592476 0.000686
604 1.050977 0.579638 0.000645
605 1.045600 0.566800 0.000600
606 1.039037 0.553961 0.000548
607 1.031361 0.541137 0.000492
608 1.022666 0.528353 0.000435
609 1.013048 0.515632 0.000384
610 1.002600 0.503000 0.000340
611 0.991368 0.490469 0.000307
612 0.979331 0.478030 0.000283
613 0.966492 0.465678 0.000265
614 0.952848 0.453403 0.000252
615 0.938400 0.441200 0.000240
616 0.923194 0.429080 0.000230
617 0.907244 0.417036 0.000221
618 0.890502 0.405032 0.000212
619 0.872920 0.393032 0.000202
620 0.854450 0.381000 0.000190
621 0.835084 0.368918 0.000174
622 0.814946 0.356827 0.000156
623 0.794186 0.344777 0.000136
624 0.772954 0.332818 0.000117
625 0.751400 0.321000 0.000100
626 0.729584 0.309338 0.000086
627 0.707589 0.297850 0.000075
628 0.685602 0.286594 0.000065
629 0.663810 0.275625 0.000057
630 0.642400 0.265000 0.000050
631 0.621515 0.254763 0.000044
632 0.601114 0.244890 0.000039
633 0.581105 0.235334 0.000036
634 0.561398 0.226053 0.000033
635 0.541900 0.217000 0.000030
636 0.522600 0.208162 0.000028
637 0.503546 0.199549 0.000026
638 0.484744 0.191155 0.000024
639 0.466194 0.182974 0.000022
640 0.447900 0.175000 0.000020
641 0.429861 0.167223 0.000018
642 0.412098 0.159646 0.000016
643 0.394644 0.152278 0.000014
644 0.377533 0.145126 0.000012
645 0.360800 0.138200 0.000010
646 0.344456 0.131500 0.000008
647 0.328517 0.125025 0.000005
648 0.313019 0.118779 0.000003
649 0.298001 0.112769 0.000001
650 0.283500 0.107000 0.000000
651 0.269545 0.101476 0.000000
652 0.256118 0.096189 0.000000
653 0.243190 0.091123 0.000000
654 0.230727 0.086265 0.000000
655 0.218700 0.081600 0.000000
656 0.207097 0.077121 0.000000
657 0.195923 0.072825 0.000000
658 0.185171 0.068710 0.000000
659 0.174832 0.064770 0.000000
660 0.164900 0.061000 0.000000
661 0.155367 0.057396 0.000000
662 0.146230 0.053955 0.000000
663 0.137490 0.050674 0.000000
664 0.129147 0.047550 0.000000
665 0.121200 0.044580 0.000000
666 0.113640 0.041759 0.000000
667 0.106465 0.039085 0.000000
668 0.099690 0.036564 0.000000
669 0.093331 0.034201 0.000000
670 0.087400 0.032000 0.000000
671 0.081901 0.029963 0.000000
672 0.076804 0.028077 0.000000
673 0.072077 0.026329 0.000000
674 0.067687 0.024708 0.000000
675 0.063600 0.023200 0.000000
676 0.059807 0.021801 0.000000
677 0.056282 0.020501 0.000000
678 0.052971 0.019281 0.000000
679 0.049819 0.018121 0.000000
680 0.046770 0.017000 0.000000
681 0.043784 0.015904 0.000000
682 0.040875 0.014837 0.000000
683 0.038073 0.013811 0.000000
684 0.035405 0.012835 0.000000
685 0.032900 0.011920 0.000000
686 0.030564 0.011068 0.000000
687 0.028381 0.010273 0.000000
688 0.026345 0.009533 0.000000
689 0.024453 0.008846 0.000000
690 0.022700 0.008210 0.000000
691 0.021084 0.007624 0.000000
692 0.019600 0.007085 0.000000
693 0.018237 0.006591 0.000000
694 0.016987 0.006138 0.000000
695 0.015840 0.005723 0.000000
696 0.014791 0.005343 0.000000
697 0.013831 0.004996 0.000000
698 0.012949 0.004676 0.000000
699 0.012129 0.004380 0.000000
700 0.011359 0.004102 0.000000
701 0.010629 0.003839 0.000000
702 0.009939 0.003589 0.000000
703 0.009288 0.003354 0.000000
704 0.008679 0.003134 0.000000
705 0.008111 0.002929 0.000000
706 0.007582 0.002738 0.000000
707 0.007089 0.002560 0.000000
708 0.006627 0.002393 0.000000
709 0.006195 0.002237 0.000000
710 0.005790 0.002091 0.000000
711 0.005410 0.001954 0.000000
712 0.005053 0.001825 0.000000
713 0.004717 0.001704 0.000000
714 0.004403 0.001590 0.000000
715 0.004109 0.001484 0.000000
716 0.003834 0.001384 0.000000
717 0.003576 0.001291 0.000000
718 0.003334 0.001204 0.000000
719 0.003109 0.001123 0.000000
720 0.002899 0.001047 0.000000
721 0.002704 0.000977 0.000000
722 0.002523 0.000911 0.000000
723 0.002354 0.000850 0.000000
724 0.002197 0.000793 0.000000
725 0.002049 0.000740 0.000000
726 0.001911 0.000690 0.000000
727 0.001781 0.000643 0.000000
728 0.001660 0.000600 0.000000
729 0.001547 0.000559 0.000000
730 0.001440 0.000520 0.000000
731 0.001340 0.000484 0.000000
732 0.001246 0.000450 0.000000
733 0.001158 0.000418 0.000000
734 0.001076 0.000389 0.000000
735 0.001000 0.000361 0.000000
736 0.000929 0.000335 0.000000
737 0.000862 0.000311 0.000000
738 0.000801 0.000289 0.000000
739 0.000743 0.000269 0.000000
740 0.000690 0.000249 0.000000
741 0.000640 0.000231 0.000000
742 0.000594 0.000215 0.000000
743 0.000552 0.000199 0.000000
744 0.000512 0.000185 0.000000
745 0.000476 0.000172 0.000000
746 0.000442 0.000160 0.000000
747 0.000411 0.000149 0.000000
748 0.000383 0.000138 0.000000
749 0.000357 0.000129 0.000000
750 0.000332 0.000120 0.000000
751 0.000310 0.000112 0.000000
752 0.000289 0.000104 0.000000
753 0.000269 0.000097 0.000000
754 0.000252 0.000091 0.000000
755 0.000235 0.000085 0.000000
756 0.000219 0.000079 0.000000
757 0.000205 0.000074 0.000000
758 0.000191 0.000069 0.000000
759 0.000178 0.000064 0.000000
760 0.000166 0.000060 0.000000
761 0.000155 0.000056 0.000000
762 0.000145 0.000052 0.000000
763 0.000135 0.000049 0.000000
764 0.000126 0.000045 0.000000
765 0.000117 0.000042 0.000000
766 0.000110 0.000040 0.000000
767 0.000102 0.000037 0.000000
768 0.000095 0.000034 0.000000
769 0.000089 0.000032 0.000000
770 0.000083 0.000030 0.000000
771 0.000078 0.000028 0.000000
772 0.000072 0.000026 0.000000
773 0.000067 0.000024 0.000000
774 0.000063 0.000023 0.000000
775 0.000059 0.000021 0.000000
776 0.000055 0.000020 0.000000
777 0.000051 0.000018 0.000000
778 0.000048 0.000017 0.000000
779 0.000044 0.000016 0.000000
780 0.000042 0.000015 0.000000
781 0.000039 0.000014 0.000000
782 0.000036 0.000013 0.000000
783 0.000034 0.000012 0.000000
784 0.000031 0.000011 0.000000
785 0.000029 0.000011 0.000000
786 0.000027 0.000010 0.000000
787 0.000026 0.000009 0.000000
788 0.000024 0.000009 0.000000
789 0.000022 0.000008 0.000000
790 0.000021 0.000007 0.000000
791 0.000019 0.000007 0.000000
792 0.000018 0.000006 0.000000
793 0.000017 0.000006 0.000000
794 0.000016 0.000006 0.000000
795 0.000015 0.000005 0.000000
796 0.000014 0.000005 0.000000
797 0.000013 0.000005 0.000000
798 0.000012 0.000004 0.000000
799 0.000011 0.000004 0.000000
800 0.000010 0.000004 0.000000
801 0.000010 0.000003 0.000000
802 0.000009 0.000003 0.000000
803 0.000008 0.000003 0.000000
804 0.000008 0.000003 0.000000
805 0.000007 0.000003 0.000000
806 0.000007 0.000002 0.000000
807 0.000006 0.000002 0.000000
808 0.000006 0.000002 0.000000
809 0.000005 0.000002 0.000000
810 0.000005 0.000002 0.000000
811 0.000005 0.000002 0.000000
812 0.000004 0.000002 0.000000
813 0.000004 0.000001 0.000000
814 0.000004 0.000001 0.000000
815 0.000004 0.000001 0.000000
816 0.000003 0.000001 0.000000
817 0.000003 0.000001 0.000000
818 0.000003 0.000001 0.000000
819 0.000003 0.000001 0.000000
820 0.000003 0.000001 0.000000
821 0.000002 0.000001 0.000000
822 0.000002 0.000001 0.000000
823 0.000002 0.000001 0.000000
824 0.000002 0.000001 0.000000
825 0.000002 0.000001 0.000000
826 0.000002 0.000001 0.000000
827 0.000002 0.000001 0.000000
828 0.000001 0.000001 0.000000
829 0.000001 0.000000 0.000000
830 0.000001 0.000000 0.000000
